source	issueHash	relation	canonicalFamily	familyKey	duplicateOf	knownFixesStatus	classification	recommendedAction	rowUserHitLikelihoodScore	rowUserHitLikelihoodConfidence	rowScoreStatus	familyPriorityScore	familyPrioritySourceHash	highPriority	seed	transport	actionProfile	extraCollaborators	scoreBasis	scoreNormalizationNote	userHitLikelihoodBasis	result	summary	rootCauseHypothesis	evidence	evidenceAbs	sourceRunDir	sourceResultPath	needsReplay	branch	head	base	tags
known-fixes-all-issues-ledger-20260514T202103Z	d5401f45b7d5	duplicate-of:ce448aae2d08	rtc_http_polling_sync_storage_memory_exhaustion	ce448aae2d08	ce448aae2d08	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	2	medium	provisional	2	d5401f45b7d5	false	932225	http	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	This timeout is a downstream symptom of a real RTC HTTP-polling server failure: `/wp-json/wp-sync/v1/updates` starts returning 500s with a PHP memory-exhaustion fatal in `class-wp-sync-post-meta-storage.php`, leaving the editor stuck in `Connection lost` and causing `waitForResponse()` to time out. This signature appears to be the same underlying issue as `ce448aae2d08`.		all-issues-replay-20260513/1519-seed-932225-d5401f45b7d5/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1519-seed-932225-d5401f45b7d5/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/http-persistence-gen-6-20260504T025449Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/http-persistence-gen-6-20260504T025449Z/.triage-watcher/analysis-tier/signatures/d5401f45b7d5/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:http,profile:default,duplicate-row,save,reload-rejoin,persistence,body-content,crdt-meta,nonconvergence,stuck-saving,rich-text-html
known-fixes-all-issues-ledger-20260514T202103Z	61f4b0bc147a	duplicate-of:d1c00e71d9cc	websocket collaboration post-reload append stalls one peer and masks convergence failure behind a test timeout	d1c00e71d9cc	d1c00e71d9cc	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	2	medium	provisional	4	d1c00e71d9cc	false	990030	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 990030 looks like the same post-reload websocket collaboration defect as `d1c00e71d9cc`: after a table edit and collaborator reload, a later append causes one peer to stop responding to convergence reads until the global Playwright timeout closes the context.		all-issues-replay-20260513/1520-seed-990030-61f4b0bc147a/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1520-seed-990030-61f4b0bc147a/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-revision-persistence-gen-6-20260510T013903Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-revision-persistence-gen-6-20260510T013903Z/.triage-watcher/analysis-tier/signatures/61f4b0bc147a/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,reload-rejoin,persistence,body-content,rich-text-html,nested-structure,awareness-discovery,websocket
known-fixes-all-issues-ledger-20260514T202103Z	038bfec69dd2	duplicate-of:d3273f68ee65	collaboration_revision_restore_reintroduces_newer_content	d3273f68ee65	d3273f68ee65	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	3	medium	provisional	4	d3273f68ee65	false	1000233	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path; less common collaboration topology	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 1000233 matches the existing RTC revision-restore corruption family: the selected old revision payload is clean, but after restore the post comes back with the old title while newer collaborative body/search markers remain present and are persisted.		all-issues-replay-20260513/1521-seed-1000233-038bfec69dd2/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1521-seed-1000233-038bfec69dd2/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-three-user-late-join-gen-15-20260511T100856Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-three-user-late-join-gen-15-20260511T100856Z/.triage-watcher/analysis-tier/signatures/038bfec69dd2/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,save,persistence,title,body-content,rich-text-html,websocket
known-fixes-all-issues-ledger-20260514T202103Z	eb26d6f86c7d	duplicate-of:d464c1549ec0	masked_collaboration_non_convergence_after_delayed_sync_and_lifecycle_churn	d464c1549ec0	d464c1549ec0	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	2	medium	provisional	2	eb26d6f86c7d	false	970027	ws	session-lifecycle	1	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	The reported `stopCdpCoverage()` browser-closed stack is a secondary teardown symptom. Seed 970027 reproducibly times out earlier while `waitForConvergence()` is still stuck after step 7 (`edit-table-array-attributes`) following a delayed sync injection, so this signature is best treated as a duplicate of the underlying collaboration non-convergence family.		all-issues-replay-20260513/1522-seed-970027-eb26d6f86c7d/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1522-seed-970027-eb26d6f86c7d/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-lifecycle-gen-2-20260507T200414Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-lifecycle-gen-2-20260507T200414Z/.triage-watcher/analysis-tier/signatures/eb26d6f86c7d/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:session-lifecycle,duplicate-row,save,reload-rejoin,persistence,body-content,nonconvergence,stuck-saving,rich-text-html,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	033f093d60f7	duplicate-of:d4fbf9c7b082	rtc_reload_corrupts_common_block_serialization_into_invalid_button_and_freeform_blocks	d4fbf9c7b082	d4fbf9c7b082	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	4	medium	provisional	4	033f093d60f7	false	961251	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; common/default workflow evidence; harness/fault/timing caveat; score-5 requires common exposure, realistic repro, and no narrow/harness/fault cap	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 961251 is best treated as a duplicate of d4fbf9c7b082: after successful live convergence, reloading one collaborator causes persisted/reloaded content to come back with corrupted core/button markup and broken block delimiters, which reparses into core/freeform plus an invalid core/button.		all-issues-replay-20260513/1523-seed-961251-033f093d60f7/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1523-seed-961251-033f093d60f7/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-48-20260511T224241Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-48-20260511T224241Z/.triage-watcher/analysis-tier/signatures/033f093d60f7/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,reload-rejoin,persistence,body-content,insert-delete,rich-text-html,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	2433f3990205	duplicate-of:d5401f45b7d5	HTTP polling wp-sync room-history OOM on cursor-0 join leading to awareness wait timeout	d5401f45b7d5	d5401f45b7d5	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	1	medium	provisional	1	2433f3990205	false	932236	http	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat; less common collaboration topology	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	This bucket is another split of the same real RTC HTTP-polling bug already analyzed in this run: the visible Playwright waitForResponse timeout is downstream of repeated POST /wp-json/wp-sync/v1/updates 500s and a PHP memory-exhaustion fatal in class-wp-sync-post-meta-storage.php. I wrote analysis.md and handoff.md pointing lower-tier triage at the canonical duplicate.		all-issues-replay-20260513/1524-seed-932236-2433f3990205/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1524-seed-932236-2433f3990205/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/http-persistence-gen-6-20260504T025449Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/http-persistence-gen-6-20260504T025449Z/.triage-watcher/analysis-tier/signatures/2433f3990205/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:http,profile:default,duplicate-row,save,reload-rejoin,persistence,body-content,crdt-meta,nonconvergence,rich-text-html,awareness-discovery,http-oversize
known-fixes-all-issues-ledger-20260514T202103Z	68fdd50ea3e6	duplicate-of:d73e95f29d00	rtc_move_block_cross_client_block_tree_corruption	d73e95f29d00	d73e95f29d00	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	4	medium	provisional	4	68fdd50ea3e6	false	960081	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; score-5 requires common exposure, realistic repro, and no narrow/harness/fault cap	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	`68fdd50ea3e6` is not a new mechanism. It is the same seed-`960081` RTC move-block corruption already analyzed as `d73e95f29d00`; the split appears to come from different attachment-path normalization (`<PATH>` placeholders vs concrete paths) rather than different product behavior.		all-issues-replay-20260513/1525-seed-960081-68fdd50ea3e6/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1525-seed-960081-68fdd50ea3e6/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-47-20260511T084300Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-47-20260511T084300Z/.triage-watcher/analysis-tier/signatures/68fdd50ea3e6/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,block-order-move,insert-delete,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	3880153cbe92	duplicate-of:d7bc3223f442	RTC title state diverges after reload/save while blocks and persisted CRDT converge	d7bc3223f442	d7bc3223f442	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	3	medium	provisional	3	3880153cbe92	false	931281	http	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Signature `3880153cbe92` is an exact duplicate of `d7bc3223f442` for seed `931281`; the hash split comes from a repo-root normalization mismatch, while the underlying failure is a real RTC title-sync/persistence bug where one page keeps the edited title and the other reloaded page stays on the initial title despite identical blocks and identical persisted CRDT state.		all-issues-replay-20260513/1526-seed-931281-3880153cbe92/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1526-seed-931281-3880153cbe92/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/http-gen-8-20260503T125553Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/http-gen-8-20260503T125553Z/.triage-watcher/analysis-tier/signatures/3880153cbe92/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:http,profile:default,duplicate-row,save,reload-rejoin,persistence,title,body-content,crdt-meta,nonconvergence,rich-text-html
known-fixes-all-issues-ledger-20260514T202103Z	0cffef09a990	duplicate-of:d8c4cf104f4b	Exact duplicate of the seed-965029 RTC non-convergence-after-reload bug, with the top-level CDP target-closed error coming from teardown coverage collection.	d8c4cf104f4b	d8c4cf104f4b	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	3	medium	provisional	3	0cffef09a990	false	965029	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	`0cffef09a990` is not a distinct browser-close/CDP failure. It is an exact duplicate of `d8c4cf104f4b`, pointing at the same seed (`965029`), same artifacts, and same normalized `stopCdpCoverage()` stack. The underlying issue remains the likely-real RTC non-convergence after reload already documented on the canonical signature.		all-issues-replay-20260513/1527-seed-965029-0cffef09a990/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1527-seed-965029-0cffef09a990/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-common-blocks-gen-3-20260509T232855Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-common-blocks-gen-3-20260509T232855Z/.triage-watcher/analysis-tier/signatures/0cffef09a990/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,reload-rejoin,persistence,body-content,nonconvergence,insert-delete,rich-text-html,websocket
known-fixes-all-issues-ledger-20260514T202103Z	6b3b7c5e6ccc	duplicate-of:d994f3aeb9a2	rtc_delete_of_preexisting_top_level_paragraph_not_propagated_after_recent_heading_insert	d994f3aeb9a2	d994f3aeb9a2	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	2	medium	provisional	2	6b3b7c5e6ccc	false	952303	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 952303 hits a real top-level collaboration split after only `insert-heading user 0` then `delete-block user 0`: the acting peer deletes the original tail paragraph, while the other peer keeps that paragraph for the full convergence timeout. This is the strongest match to signature `d994f3aeb9a2`, which has the same retained-tail-paragraph symptom with a paragraph insert instead of a heading insert.		all-issues-replay-20260513/1528-seed-952303-6b3b7c5e6ccc/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1528-seed-952303-6b3b7c5e6ccc/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-12-20260502T091028Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-12-20260502T091028Z/.triage-watcher/analysis-tier/signatures/6b3b7c5e6ccc/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,save,reload-rejoin,persistence,body-content,insert-delete,rich-text-html,awareness-discovery,websocket
known-fixes-all-issues-ledger-20260514T202103Z	f98abaac2989	duplicate-of:d9b18e772b71	rtc_collab_top_level_move_replays_as_empty_group_plus_stale_paragraph	d9b18e772b71	d9b18e772b71	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	2	medium	provisional	4	d9b18e772b71	false	953704	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path; harness/fault/timing caveat	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 953704 looks like the same real RTC top-level move corruption already captured by `d9b18e772b71`: after an earlier nested-group insertion path and a final `move-block`, one peer keeps the expected paragraph while the other materializes a bogus top-level `core/group` carrying that paragraph's `content`.		all-issues-replay-20260513/1529-seed-953704-f98abaac2989/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1529-seed-953704-f98abaac2989/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-13-20260502T225226Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-13-20260502T225226Z/.triage-watcher/analysis-tier/signatures/f98abaac2989/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,save,reload-rejoin,persistence,body-content,block-order-move,insert-delete,rich-text-html,nested-structure,awareness-discovery,websocket
known-fixes-all-issues-ledger-20260514T202103Z	7d983fb9df16	duplicate-of:da6b214430f2	rtc_cross_page_preformatted_newline_vs_br_serialization_divergence_after_common_block_edit	da6b214430f2	da6b214430f2	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	4	medium	provisional	4	7d983fb9df16	false	961672	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; reachable through ordinary editor actions; narrow content, parser, revision, or backend edge path	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 961672 is another instance of the run's canonical cross-page `core/preformatted` newline-vs-`<br>` divergence: after successful convergence, save checkpoints, and one reload, `edit-common-block-attributes` leaves peers locally stable but with different edited/canonical serialized content.		all-issues-replay-20260513/1530-seed-961672-7d983fb9df16/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1530-seed-961672-7d983fb9df16/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-48-20260511T224241Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/ws-gen-48-20260511T224241Z/.triage-watcher/analysis-tier/signatures/7d983fb9df16/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,save,reload-rejoin,persistence,body-content,nonconvergence,rich-text-html,nested-structure,awareness-discovery,websocket
known-fixes-all-issues-ledger-20260514T202103Z	2f232274c4f9	duplicate-of:db5b24ecab20	Equivalent HTML entity spellings in a paragraph invalidate the block after collaborative save+reload, with CDP coverage teardown masking the terminal failure	db5b24ecab20	db5b24ecab20	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	4	medium	provisional	4	2f232274c4f9	false	1010002	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; reachable through ordinary editor actions; realistic or repeated reproduction evidence; narrow content, parser, revision, or backend edge path	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Signature `2f232274c4f9` is a duplicate of `db5b24ecab20` from the same run. The visible `cdpSession.send: Target page, context or browser has been closed` stack is teardown noise; the underlying issue is the seed-1010002 equivalent-entity paragraph becoming invalid after reload because validation/save output canonicalizes entities to `©` while stored raw content preserves `&copy`/`&#169`/`&#xA9;`.		all-issues-replay-20260513/1531-seed-1010002-2f232274c4f9/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1531-seed-1010002-2f232274c4f9/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-parser-serialization-gen-2-20260508T202001Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-parser-serialization-gen-2-20260508T202001Z/.triage-watcher/analysis-tier/signatures/2f232274c4f9/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,save,reload-rejoin,persistence,body-content,rich-text-html,nested-structure,websocket
known-fixes-all-issues-ledger-20260514T202103Z	9c50f8f0d46e	duplicate-of:db6be093cdd3	Collaborative nested paragraph edit inside `core/quote` fails to reconverge across peers, later masked by CDP coverage teardown	db6be093cdd3	db6be093cdd3	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	3	medium	provisional	3	9c50f8f0d46e	false	1010010	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; user-visible correctness impact; narrow content, parser, revision, or backend edge path	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	`9c50f8f0d46e` is a duplicate wrapper for the already-triaged seed-`1010010` quote-paragraph divergence in `db6be093cdd3`. The visible `cdpSession.send: Target page, context or browser has been closed` error comes from `stopCdpCoverage()` during timeout cleanup; the underlying issue is that the step-2 nested quote paragraph edit does not reconverge across peers.		all-issues-replay-20260513/1532-seed-1010010-9c50f8f0d46e/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1532-seed-1010010-9c50f8f0d46e/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-parser-serialization-gen-2-20260508T202001Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-parser-serialization-gen-2-20260508T202001Z/.triage-watcher/analysis-tier/signatures/9c50f8f0d46e/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,persistence,body-content,nonconvergence,block-order-move,insert-delete,rich-text-html,nested-structure,awareness-discovery,websocket
known-fixes-all-issues-ledger-20260514T202103Z	1a45afd4e0e4	duplicate-of:dbc0cafedb77	rtc_move_into_group_applies_reparent_on_all_peers_but_remote_peers_keep_stale_top_level_source	dbc0cafedb77	dbc0cafedb77	still_live_exact_replay_candidate	likely_real	merge_with_duplicate	3	medium	provisional	4	dbc0cafedb77	false	1000227	ws	default	0	exact_8892_replay_still_fails_pending_deep_reclassification		classified likely_real; reachable through ordinary editor actions; less common collaboration topology	Exact replay still fails on the known-fixes branch; deep classification/reduction still required before filing as a surviving bug family.	Seed 1000227 matches the existing WS late-join move-into-group duplication family: after prior successful convergence, save, reload, and a top-level move, the final `move-block-into-group` nests the checkpoint paragraph on all three peers but only the acting late-joiner removes the original top-level copy.		all-issues-replay-20260513/1533-seed-1000227-1a45afd4e0e4/result.json	/Users/danluu/dev/fuzz/gutenberg-rtc-77716-fixes-20260513/artifacts/rtc-browser-fuzz/known-fixes-20260513-201544/all-issues-replay-20260513/1533-seed-1000227-1a45afd4e0e4/result.json	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-three-user-late-join-gen-15-20260511T100856Z	/Users/danluu/dev/fuzz/gutenberg/artifacts/rtc-browser-fuzz/mixed-http-ws-supervised-20260502-0007/novelty-live-20260507T1715Z/novelty-ws-three-user-late-join-gen-15-20260511T100856Z/.triage-watcher/analysis-tier/signatures/1a45afd4e0e4/result.json	false	try/rtc-77716-fixes-20260513	2f0367297effc509fd9cd90bee0a18b6b8e9803e	8c3581c285e	transport:ws,profile:default,duplicate-row,save,reload-rejoin,block-order-move,nested-structure,awareness-discovery,websocket
